ID,Cidade,Area,Quartos,Banheiros,Vagas Garagem,Andar,Animal,Mobiliado,Condominio,Aluguel,IPTU,Seguro Incendio,Total
2534,True,170.0,3,4,2,5,False,True,1850.0,4600.0,359.0,59.0,6868.0
2535,True,163.0,3,3,4,7,True,True,2900.0,9000.0,830.0,115.0,12850.0
2536,True,107.0,2,1,0,1,True,False,480.0,4950.0,55.0,63.0,5548.0
2537,True,90.0,3,2,2,1,True,True,950.0,2800.0,234.0,36.0,4020.0
2538,True,120.0,3,4,0,0,True,False,250.0,3200.0,226.0,41.0,3717.0
2539,True,264.0,4,4,4,9,True,False,3200.0,14450.0,1792.0,184.0,19630.0
2540,False,47.0,1,1,1,6,True,True,590.0,2700.0,120.0,35.0,3445.0
2541,True,278.0,4,4,1,6,True,False,2118.0,6000.0,547.0,77.0,8742.0
2542,False,56.0,2,1,1,2,True,False,420.0,1050.0,24.0,14.0,1508.0
2543,True,22.0,1,1,0,25,True,False,385.0,2100.0,40.0,27.0,2552.0
2544,True,49.0,1,1,0,4,True,True,350.0,3000.0,0.0,39.0,3389.0
2545,True,150.0,3,4,1,0,True,False,0.0,4250.0,491.0,64.0,4805.0
2546,True,30.0,1,1,0,3,False,False,340.0,920.0,0.0,12.0,1272.0
2547,True,200.0,3,2,2,0,True,True,0.0,4700.0,184.0,71.0,4955.0
2548,False,93.0,3,2,2,4,True,False,1459.0,2300.0,191.0,30.0,3980.0
2549,True,73.0,2,2,1,15,True,False,700.0,1350.0,150.0,18.0,2218.0
2550,True,130.0,3,2,1,6,True,False,1550.0,5500.0,300.0,70.0,7420.0
2551,True,280.0,3,2,0,7,True,False,2300.0,3000.0,417.0,39.0,5756.0
2552,True,37.0,1,1,1,6,False,True,510.0,2734.0,0.0,11.0,3255.0
2553,True,330.0,4,3,0,9,True,False,4400.0,10000.0,1084.0,127.0,15610.0
2554,True,85.0,2,2,0,0,True,False,0.0,1700.0,0.0,26.0,1726.0
2555,True,49.0,2,1,1,5,True,False,300.0,1700.0,21.0,22.0,2043.0
2556,True,44.0,2,1,1,17,True,False,394.0,1481.0,0.0,5.0,1880.0
2557,False,89.0,3,1,1,5,False,False,820.0,2050.0,150.0,26.0,3046.0
2558,True,52.0,1,1,1,15,False,True,1218.0,5000.0,284.0,64.0,6566.0
2559,True,70.0,2,2,2,6,False,False,1214.0,2748.0,144.0,35.0,4141.0
2560,True,78.0,2,2,1,8,True,False,586.0,1680.0,63.0,22.0,2351.0
2561,True,240.0,7,3,4,0,True,False,0.0,6000.0,834.0,91.0,6925.0
2562,True,140.0,3,2,2,13,True,False,1700.0,4700.0,686.0,60.0,7146.0
2563,True,300.0,4,6,4,20,True,False,3700.0,12000.0,1584.0,153.0,17440.0
2564,True,119.0,3,2,2,0,True,False,0.0,2860.0,207.0,43.0,3110.0
2565,True,195.0,4,2,3,15,True,False,1475.0,2500.0,307.0,32.0,4314.0
2566,True,95.0,2,2,0,1,True,True,621.0,1550.0,82.0,20.0,2273.0
2567,True,51.0,1,1,0,11,True,True,900.0,4950.0,125.0,63.0,6038.0
2568,True,680.0,4,5,8,0,True,False,0.0,10000.0,217.0,151.0,10370.0
2569,True,82.0,3,2,2,5,True,False,915.0,2100.0,252.0,27.0,3294.0
2570,True,198.0,3,3,1,4,True,True,3200.0,10000.0,363.0,127.0,13690.0
2571,True,75.0,2,3,2,10,True,False,1642.0,6000.0,400.0,77.0,8119.0
2572,True,320.0,4,3,4,5,True,False,3000.0,5200.0,292.0,66.0,8558.0
2573,True,200.0,3,3,2,7,True,False,3000.0,4000.0,770.0,51.0,7821.0
2574,True,67.0,2,2,1,14,False,False,940.0,1350.0,94.0,18.0,2402.0
2575,True,220.0,4,2,1,2,False,False,1340.0,6000.0,17.0,77.0,7434.0
2576,False,284.0,4,3,3,4,True,False,2340.0,6000.0,483.0,77.0,8900.0
2577,True,80.0,3,1,1,15,True,False,820.0,2250.0,44.0,29.0,3143.0
2578,True,170.0,3,3,3,0,True,False,0.0,4200.0,239.0,64.0,4503.0
2579,True,145.0,3,3,0,1,True,True,1856.0,3738.0,445.0,48.0,6087.0
2580,True,64.0,2,2,2,4,True,True,1300.0,4500.0,440.0,58.0,6298.0
2581,True,390.0,4,4,4,0,True,False,0.0,8000.0,1305.0,121.0,9426.0
2582,False,50.0,1,1,1,10,False,False,718.0,1600.0,13.0,21.0,2352.0
2583,True,64.0,2,2,1,7,False,False,1182.0,6950.0,276.0,89.0,8497.0
2584,True,40.0,1,1,0,0,False,False,180.0,850.0,41.0,11.0,1082.0
2585,True,65.0,2,2,1,0,False,False,120.0,1850.0,0.0,28.0,1998.0
2586,False,78.0,2,1,0,1,True,False,325.0,800.0,48.0,11.0,1184.0
2587,True,42.0,1,1,1,5,True,False,330.0,2100.0,107.0,27.0,2564.0
2588,True,50.0,1,1,1,0,True,False,0.0,1750.0,0.0,27.0,1777.0
2589,True,49.0,2,1,1,14,True,False,460.0,1800.0,105.0,23.0,2388.0
2590,True,46.0,2,1,1,6,True,False,280.0,1434.0,9.0,19.0,1742.0
2591,True,32.0,1,1,0,7,True,False,300.0,1800.0,0.0,23.0,2123.0
2592,True,360.0,7,6,6,0,True,False,0.0,5270.0,245.0,80.0,5595.0
2593,True,37.0,1,1,0,0,False,False,0.0,1180.0,57.0,7.0,1244.0
2594,True,54.0,1,1,0,5,True,False,730.0,1500.0,0.0,20.0,2250.0
2595,True,124.0,3,2,1,4,False,True,1070.0,2750.0,289.0,35.0,4144.0
2596,True,114.0,3,2,2,9,True,False,900.0,3780.0,100.0,48.0,4828.0
2597,False,101.0,3,2,1,5,True,False,780.0,2800.0,91.0,36.0,3707.0
2598,True,450.0,5,5,4,0,False,False,0.0,5740.0,520.0,87.0,6347.0
2599,True,126.0,2,2,2,8,True,False,1000.0,2300.0,263.0,30.0,3593.0
2600,True,54.0,2,1,1,2,False,False,350.0,1869.0,0.0,7.0,2226.0
2601,True,48.0,2,1,1,10,True,False,400.0,1650.0,51.0,21.0,2122.0
2602,True,280.0,3,5,3,0,True,False,0.0,5700.0,436.0,86.0,6222.0
2603,True,164.0,3,4,2,13,True,False,2900.0,12500.0,915.0,159.0,16470.0
2604,True,113.0,3,1,1,5,True,False,1000.0,3000.0,50.0,39.0,4089.0
2605,True,72.0,3,2,2,10,True,False,560.0,3500.0,185.0,45.0,4290.0
2606,True,500.0,4,3,5,0,False,True,0.0,12000.0,84.0,181.0,12270.0
2607,False,140.0,2,1,1,7,True,False,870.0,2600.0,580.0,33.0,4083.0
2608,True,260.0,4,5,5,3,True,False,3428.0,11000.0,2441.0,140.0,17010.0
2609,True,40.0,1,1,0,0,False,False,0.0,780.0,17.0,12.0,809.0
2610,False,62.0,2,1,1,3,True,False,480.0,650.0,69.0,9.0,1208.0
2611,True,42.0,1,2,1,6,False,False,690.0,2500.0,313700.0,32.0,316900.0
2612,True,565.0,4,5,6,0,True,True,2337.0,14850.0,2112.0,224.0,19520.0
2613,True,500.0,5,5,8,1,True,False,0.0,9800.0,92.0,148.0,10040.0
2614,True,178.0,3,5,2,8,True,False,2400.0,2468.0,342.0,32.0,5242.0
2615,True,30.0,1,1,0,15,False,False,700.0,1650.0,0.0,25.0,2375.0
2616,True,250.0,3,3,2,0,True,False,0.0,9500.0,609.0,143.0,10250.0
2617,True,35.0,1,1,0,1,False,False,250.0,1305.0,0.0,17.0,1572.0
2618,True,120.0,2,3,2,5,True,True,1800.0,11500.0,250.0,146.0,13700.0
2619,True,190.0,4,4,2,4,True,False,2000.0,3200.0,134.0,41.0,5375.0
2620,True,420.0,4,6,4,1,False,False,4200.0,14000.0,1417.0,178.0,19800.0
2621,True,40.0,1,1,0,0,False,False,0.0,1350.0,80.0,21.0,1451.0
2622,True,57.0,2,1,1,3,True,False,526.0,1300.0,3.0,17.0,1846.0
2623,True,38.0,1,1,0,19,False,False,583.0,1000.0,46.0,13.0,1642.0
2624,True,174.0,3,4,1,0,True,True,0.0,5054.0,439.0,26.0,5519.0
2625,False,92.0,2,3,2,5,False,False,1260.0,4200.0,275.0,54.0,5789.0
2626,False,80.0,3,1,4,0,True,False,0.0,5500.0,0.0,83.0,5583.0
2627,True,50.0,1,2,1,3,True,True,1085.0,2826.0,39.0,9.0,3959.0
2628,True,100.0,3,2,2,2,True,False,1800.0,2000.0,422.0,26.0,4248.0
2629,True,70.0,2,1,2,7,True,False,543.0,1400.0,156.0,18.0,2117.0
2630,True,210.0,4,2,2,0,True,False,0.0,8000.0,684.0,121.0,8805.0
2631,True,35.0,1,1,0,5,False,False,400.0,1900.0,50.0,25.0,2375.0
2632,True,50.0,2,3,0,0,False,False,0.0,1740.0,84.0,27.0,1851.0
2633,True,109.0,3,2,1,11,False,False,1400.0,4250.0,109.0,54.0,5813.0
2634,True,80.0,2,3,0,6,True,False,1312.0,3300.0,427.0,42.0,5081.0
2635,False,69.0,2,1,1,2,True,False,270.0,800.0,40.0,11.0,1121.0
2636,True,253.0,4,5,3,16,True,False,2100.0,4100.0,0.0,52.0,6252.0
2637,True,74.0,2,2,1,9,False,True,1000.0,5850.0,300.0,75.0,7225.0
2638,False,210.0,3,3,0,0,True,False,0.0,3050.0,300.0,46.0,3396.0
2639,True,70.0,3,2,1,3,True,False,380.0,1290.0,92.0,17.0,1779.0
2640,True,390.0,3,3,3,1,True,False,3056.0,6700.0,687.0,85.0,10530.0
2641,True,30.0,1,1,0,9,False,True,385.0,1965.0,459.0,25.0,2834.0
2642,True,76.0,3,2,2,8,True,True,679.0,3500.0,201.0,45.0,4425.0
2643,True,128.0,2,3,1,4,True,False,755.0,4339.0,85.0,55.0,5234.0
2644,True,50.0,1,1,0,0,False,False,0.0,1200.0,84.0,19.0,1303.0
2645,True,100.0,2,2,1,10,True,True,1300.0,1979.0,225.0,26.0,3530.0
2646,True,237.0,3,5,3,8,True,True,2200.0,5500.0,917.0,70.0,8687.0
2647,False,80.0,2,1,1,3,True,False,418.0,1000.0,0.0,13.0,1431.0
2648,True,108.0,3,2,2,3,False,False,823.0,3000.0,350.0,39.0,4212.0
2649,True,50.0,1,1,0,6,False,False,467.0,1209.0,129.0,8.0,1813.0
2650,True,70.0,1,1,0,0,True,False,0.0,1475.0,90.0,23.0,1588.0
2651,True,156.0,3,3,5,0,False,False,0.0,4000.0,0.0,34.0,4034.0
2652,True,217.0,3,4,4,17,True,True,2400.0,14500.0,910.0,184.0,17990.0
2653,True,82.0,3,2,2,2,True,False,1100.0,1500.0,159.0,20.0,2779.0
2654,True,52.0,2,1,1,7,True,False,590.0,1200.0,65.0,16.0,1871.0
2655,True,620.0,4,5,5,8,True,False,7963.0,15000.0,5160.0,191.0,28310.0
2656,True,320.0,3,4,4,7,True,True,3440.0,15000.0,1659.0,191.0,20290.0
2657,False,66.0,2,2,1,2,False,True,536.0,2270.0,76.0,29.0,2911.0
2658,True,200.0,4,4,4,0,True,False,0.0,4500.0,450.0,68.0,5018.0
2659,True,113.0,2,2,1,6,True,False,1000.0,3000.0,50.0,39.0,4089.0
2660,True,170.0,4,2,1,3,True,True,2437.0,5200.0,570.0,66.0,8273.0
2661,True,45.0,1,1,1,3,True,False,520.0,3200.0,105.0,41.0,3866.0
2662,False,47.0,1,1,0,2,True,False,426.0,420.0,260.0,6.0,1112.0
2663,True,80.0,2,1,1,18,False,False,550.0,1500.0,167.0,20.0,2237.0
2664,True,260.0,3,5,4,12,True,False,2227.0,7000.0,1468.0,89.0,10780.0
2665,True,122.0,3,2,3,11,True,False,1415.0,1650.0,334.0,21.0,3420.0
2666,True,84.0,3,2,2,7,False,False,900.0,2640.0,740.0,34.0,4314.0
2667,True,28.0,1,1,0,9,False,True,390.0,2300.0,59.0,30.0,2779.0
2668,True,155.0,2,3,2,0,True,False,0.0,4000.0,377.0,61.0,4438.0
2669,True,58.0,2,1,1,2,True,True,590.0,1805.0,150.0,23.0,2568.0
2670,True,52.0,2,1,1,3,False,False,340.0,1138.0,0.0,9.0,1487.0
2671,False,75.0,2,1,2,1,True,False,1250.0,1600.0,135.0,21.0,3006.0
2672,False,72.0,3,1,1,1,True,True,470.0,1075.0,49.0,14.0,1608.0
2673,True,260.0,3,4,4,4,True,True,5000.0,12000.0,0.0,153.0,17150.0
2674,True,35.0,1,1,0,1,False,True,0.0,1650.0,0.0,21.0,1671.0
2675,True,25.0,1,1,1,8,True,True,0.0,4000.0,0.0,51.0,4051.0
2676,True,216.0,4,5,3,2,True,True,2300.0,3000.0,1084.0,39.0,6423.0
2677,True,215.0,4,6,3,2,True,True,2100.0,5700.0,959.0,73.0,8832.0
2678,True,750.0,4,6,2,0,True,False,0.0,15000.0,2041.0,226.0,17270.0
2679,True,80.0,2,2,2,0,True,False,50.0,1850.0,173.0,28.0,2101.0
2680,False,50.0,1,1,1,5,False,True,750.0,1160.0,185.0,15.0,2110.0
2681,False,50.0,2,1,1,2,True,False,530.0,1200.0,109.0,16.0,1855.0
2682,True,340.0,2,4,3,14,True,False,4900.0,15000.0,917.0,191.0,21010.0
2683,True,126.0,4,3,4,0,True,False,0.0,3300.0,167.0,50.0,3517.0
2684,True,450.0,4,6,2,0,True,False,0.0,4900.0,486.0,74.0,5460.0
2685,True,32.0,1,1,0,1,True,False,400.0,1990.0,0.0,26.0,2416.0
2686,True,142.0,3,2,1,14,True,False,1950.0,8500.0,194.0,108.0,10750.0
2687,True,70.0,2,2,1,14,True,False,849.0,4500.0,150.0,58.0,5557.0
2688,True,278.0,4,5,2,16,True,True,4052.0,9000.0,1261.0,115.0,14430.0
2689,False,130.0,3,2,1,7,True,False,1000.0,2500.0,100.0,32.0,3632.0
2690,True,245.0,4,4,2,16,True,False,2633.0,7400.0,527.0,94.0,10650.0
2691,True,50.0,2,1,0,0,False,False,0.0,1100.0,80.0,17.0,1197.0
2692,True,61.0,1,2,1,9,True,True,866.0,5100.0,250.0,65.0,6281.0
2693,True,30.0,1,1,0,3,True,False,380.0,1700.0,0.0,22.0,2102.0
2694,True,135.0,3,3,1,10,True,True,1600.0,4300.0,250.0,55.0,6205.0
2695,True,20.0,1,1,0,2,True,True,602.0,1800.0,130.0,23.0,2555.0
2696,True,160.0,3,3,2,10,True,False,1229.0,4000.0,390.0,51.0,5670.0
2697,False,97.0,1,1,0,12,True,False,468.0,750.0,61.0,10.0,1289.0
2698,False,45.0,1,1,1,3,True,True,492.0,1320.0,28.0,17.0,1857.0
2699,False,45.0,1,1,0,14,False,False,285.0,500.0,0.0,7.0,792.0
2700,True,462.0,4,4,0,0,True,True,0.0,10000.0,2700.0,151.0,12850.0
2701,True,110.0,2,2,1,1,True,False,150.0,3000.0,250.0,46.0,3446.0
2702,True,40.0,1,1,0,0,False,False,0.0,780.0,17.0,12.0,809.0
2703,True,149.0,4,1,3,12,False,False,1771.0,7500.0,624.0,96.0,9991.0
2704,True,320.0,3,3,4,0,True,False,1700.0,4320.0,142.0,65.0,6227.0
2705,True,126.0,3,4,3,6,True,False,2500.0,3200.0,579.0,41.0,6320.0
2706,True,353.0,5,7,5,12,True,False,4800.0,10000.0,1917.0,127.0,16840.0
2707,True,35.0,2,1,0,8,True,False,340.0,1890.0,30.0,24.0,2284.0
2708,True,52.0,1,1,1,11,True,False,730.0,2100.0,38.0,27.0,2895.0
2709,True,190.0,4,3,2,1,True,False,2700.0,7700.0,1305.0,98.0,11800.0
2710,True,89.0,2,2,2,8,True,True,1440.0,7700.0,351.0,98.0,9589.0
2711,True,49.0,1,2,0,1,True,False,0.0,1300.0,0.0,17.0,1317.0
2712,True,133.0,4,3,0,1,True,False,550.0,3800.0,309.0,49.0,4708.0
2713,True,150.0,3,4,3,1,True,True,1300.0,5500.0,834.0,70.0,7704.0
2714,True,400.0,4,3,4,0,True,True,0.0,9000.0,998.0,136.0,10130.0
2715,True,480.0,4,4,4,12,True,True,6500.0,15000.0,2084.0,191.0,23780.0
2716,True,90.0,2,3,0,11,False,False,1205.0,3800.0,155.0,49.0,5209.0
2717,True,90.0,2,2,0,0,True,False,0.0,1950.0,125.0,30.0,2105.0
2718,True,450.0,4,4,3,7,True,False,5096.0,10000.0,0.0,127.0,15220.0
2719,True,80.0,3,2,2,11,True,False,890.0,3100.0,90.0,40.0,4120.0
2720,True,48.0,2,1,1,6,True,False,480.0,1510.0,0.0,20.0,2010.0
2721,False,55.0,1,1,1,5,False,False,907.0,680.0,79.0,9.0,1675.0
2722,True,109.0,2,2,2,14,True,False,1550.0,7900.0,638.0,101.0,10190.0
2723,True,100.0,2,3,1,4,True,True,1200.0,2070.0,42.0,27.0,3339.0
2724,True,185.0,2,3,3,8,True,False,2600.0,7500.0,834.0,96.0,11030.0
2725,True,45.0,2,1,1,1,True,False,443.0,1510.0,0.0,6.0,1959.0
2726,False,308.0,3,4,4,0,True,False,0.0,8000.0,478.0,121.0,8599.0
2727,True,210.0,4,4,3,5,True,True,2800.0,5000.0,917.0,64.0,8781.0
2728,False,82.0,3,2,1,6,True,False,825.0,1500.0,142.0,20.0,2487.0
2729,True,380.0,4,4,2,0,True,False,0.0,5500.0,1000.0,83.0,6583.0
2730,True,90.0,2,2,1,0,True,False,0.0,2600.0,0.0,40.0,2640.0
2731,True,220.0,4,4,3,4,False,True,2200.0,4930.0,809.0,63.0,8002.0
2732,True,45.0,1,2,1,10,False,True,700.0,3000.0,141.0,39.0,3880.0
2733,True,120.0,3,2,4,8,True,False,1365.0,4500.0,398.0,58.0,6321.0
2734,False,70.0,3,2,2,2,True,True,359.0,2080.0,74.0,27.0,2540.0
2735,True,64.0,2,2,2,8,True,False,450.0,2800.0,30.0,36.0,3316.0
2736,True,57.0,2,1,1,7,True,False,750.0,1447.0,0.0,19.0,2216.0
2737,True,45.0,1,1,1,11,False,False,363.0,2705.0,0.0,25.0,3175.0
2738,True,160.0,3,4,3,0,True,False,0.0,2850.0,475.0,43.0,3368.0
2739,True,55.0,2,2,1,0,True,False,0.0,1550.0,0.0,24.0,1574.0
2740,True,50.0,1,1,1,0,True,False,0.0,900.0,59.0,14.0,973.0
2741,True,60.0,2,1,1,11,False,False,366.0,1592.0,0.0,7.0,1965.0
2742,True,140.0,5,4,1,0,True,False,0.0,2500.0,0.0,38.0,2538.0
2743,True,287.0,4,5,3,0,True,False,0.0,10000.0,955.0,151.0,11110.0
2744,True,35.0,1,1,1,7,True,False,405.0,3050.0,25.0,39.0,3519.0
2745,True,108.0,3,2,2,6,True,False,1200.0,5600.0,275.0,71.0,7146.0
2746,True,480.0,4,7,8,0,True,False,0.0,14000.0,2186.0,211.0,16400.0
2747,True,51.0,2,2,1,18,True,False,382.0,1800.0,0.0,23.0,2205.0
2748,True,290.0,2,3,4,12,True,True,2600.0,6000.0,1067.0,77.0,9744.0
2749,True,130.0,3,2,1,0,False,False,0.0,2500.0,421.0,38.0,2959.0
2750,False,55.0,1,1,1,7,False,False,200.0,2000.0,9.0,26.0,2235.0
2751,True,35.0,1,1,0,0,False,True,0.0,1550.0,0.0,20.0,1570.0
2752,True,50.0,3,2,0,0,True,False,0.0,1300.0,100.0,20.0,1420.0
2753,False,129.0,3,2,2,1,True,False,1411.0,3310.0,235.0,42.0,4998.0
2754,True,46.0,1,1,0,9,True,False,600.0,2067.0,0.0,21.0,2716.0
2755,True,228.0,3,4,3,12,False,True,1137.0,4800.0,513.0,61.0,6511.0
2756,True,131.0,3,2,1,8,True,False,2100.0,2400.0,184.0,31.0,4715.0
2757,False,36.0,1,1,0,4,False,False,300.0,500.0,10.0,7.0,817.0
2758,True,122.0,3,2,1,9,True,False,1766.0,5800.0,279.0,74.0,7919.0
2759,True,100.0,2,2,0,6,False,False,400.0,1900.0,0.0,25.0,2325.0
2760,True,100.0,2,2,3,0,True,False,0.0,3500.0,642.0,53.0,4195.0
2761,True,240.0,4,5,4,15,True,True,3700.0,13500.0,1000.0,172.0,18370.0
2762,True,36.0,1,1,0,3,False,True,460.0,2700.0,40.0,35.0,3235.0
2763,True,85.0,2,1,1,1,True,False,400.0,1600.0,0.0,21.0,2021.0
2764,True,223.0,4,4,5,0,True,True,0.0,5000.0,472.0,76.0,5548.0
2765,True,195.0,3,2,3,0,True,False,0.0,2255.0,0.0,34.0,2289.0
2766,True,170.0,3,2,1,5,True,False,860.0,6500.0,110.0,83.0,7553.0
2767,True,180.0,3,3,2,1,True,False,2000.0,4800.0,500.0,61.0,7361.0
2768,True,22.0,1,1,0,1,False,True,300.0,900.0,40.0,12.0,1252.0
2769,True,140.0,2,2,2,13,True,False,756.0,2999.0,200.0,38.0,3993.0
2770,True,350.0,3,4,4,0,True,True,0.0,15000.0,1234.0,226.0,16460.0
2771,True,150.0,3,3,2,8,False,True,0.0,13500.0,0.0,172.0,13670.0
2772,False,411.0,4,5,4,0,True,False,0.0,5500.0,667.0,83.0,6250.0
2773,False,900.0,3,6,8,0,True,False,2000.0,15000.0,1834.0,226.0,19060.0
2774,True,39.0,1,1,1,15,True,True,543.0,3500.0,144.0,45.0,4232.0
2775,True,182.0,3,2,2,0,True,False,0.0,2600.0,622.0,40.0,3262.0
2776,True,270.0,5,3,2,0,True,True,0.0,3150.0,0.0,48.0,3198.0
2777,True,35.0,1,1,1,8,False,True,593.0,2896.0,78.0,37.0,3604.0
2778,True,35.0,1,1,1,3,False,True,0.0,4200.0,17.0,54.0,4271.0
2779,True,105.0,3,2,1,14,False,False,1130.0,3600.0,60.0,46.0,4836.0
2780,True,60.0,2,1,1,5,True,False,750.0,3600.0,95.0,46.0,4491.0
2781,True,180.0,3,3,2,11,True,True,3100.0,4250.0,625.0,54.0,8029.0
2782,False,42.0,2,1,1,3,True,False,190.0,846.0,0.0,11.0,1047.0
2783,True,210.0,2,3,4,11,True,True,2338.0,14000.0,1434.0,178.0,17950.0
2784,True,170.0,4,4,3,10,False,True,2493.0,5000.0,750.0,22.0,8265.0
2785,True,230.0,6,4,8,0,True,False,0.0,10000.0,0.0,151.0,10150.0
2786,True,280.0,3,3,2,9,True,True,3000.0,5650.0,692.0,72.0,9414.0
2787,True,140.0,3,3,1,1,True,False,0.0,1750.0,79.0,23.0,1852.0
2788,True,92.0,3,2,2,8,True,False,960.0,3300.0,318.0,42.0,4620.0
2789,True,71.0,3,4,0,0,True,False,0.0,4000.0,0.0,61.0,4061.0
2790,True,160.0,3,3,2,3,True,False,2200.0,10500.0,505.0,134.0,13340.0
2791,True,92.0,2,2,2,17,True,True,840.0,2288.0,0.0,10.0,3138.0
2792,True,500.0,5,7,7,0,True,False,0.0,11500.0,5500.0,173.0,17170.0
2793,True,270.0,3,4,2,13,True,False,2000.0,9000.0,834.0,115.0,11950.0
2794,True,296.0,4,5,5,4,True,True,4300.0,12900.0,2105.0,164.0,19470.0
2795,True,151.0,3,4,3,15,True,False,860.0,5852.0,520.0,75.0,7307.0
2796,True,308.0,4,4,3,1,True,False,4780.0,15000.0,1917.0,191.0,21890.0
2797,True,50.0,2,1,1,7,False,False,800.0,3500.0,200.0,45.0,4545.0
2798,True,60.0,2,1,0,3,True,False,400.0,1000.0,0.0,13.0,1413.0
2799,True,25.0,1,1,0,0,True,False,20.0,1200.0,25.0,19.0,1264.0
2800,True,120.0,4,4,4,0,True,False,0.0,4500.0,0.0,68.0,4568.0
2801,False,42.0,2,1,1,3,False,False,400.0,600.0,15.0,8.0,1023.0
2802,True,97.0,3,2,2,12,True,False,800.0,2900.0,275.0,37.0,4012.0
2803,True,110.0,3,2,1,5,True,True,1217.0,3600.0,215.0,46.0,5078.0
2804,False,56.0,2,1,1,5,True,False,340.0,1400.0,57.0,18.0,1815.0
2805,True,140.0,2,2,1,3,False,False,1882.0,3000.0,190.0,39.0,5111.0
2806,True,84.0,3,2,2,10,True,True,680.0,3000.0,67.0,39.0,3786.0
2807,True,31.0,1,1,1,4,True,False,169.0,2625.0,84.0,34.0,2912.0
2808,True,60.0,2,1,0,0,False,False,0.0,1000.0,34.0,16.0,1050.0
2809,True,146.0,3,4,3,19,False,False,1800.0,9000.0,334.0,115.0,11250.0
2810,True,90.0,2,2,1,0,True,False,0.0,2500.0,274.0,38.0,2812.0
2811,True,65.0,2,1,1,1,True,False,950.0,1950.0,213.0,25.0,3138.0
2812,True,80.0,2,1,0,0,True,False,0.0,1200.0,67.0,19.0,1286.0
2813,True,22.0,1,1,1,8,True,True,587.0,4500.0,150.0,58.0,5295.0
2814,False,50.0,2,1,1,0,False,False,0.0,1120.0,277.0,15.0,1412.0
2815,True,108.0,3,2,2,9,False,True,850.0,4500.0,459.0,58.0,5867.0
2816,True,32.0,1,1,0,13,True,False,258.0,1029.0,0.0,17.0,1304.0
2817,True,51.0,1,1,1,7,True,True,299.0,2782.0,0.0,11.0,3092.0
2818,True,37.0,1,1,1,4,True,False,500.0,1500.0,150.0,20.0,2170.0
2819,True,142.0,3,5,2,2,True,True,1200.0,5100.0,550.0,65.0,6915.0
2820,True,220.0,3,4,3,1,True,False,2750.0,5800.0,1040.0,74.0,9664.0
2821,True,300.0,3,4,1,15,False,False,2902.0,12000.0,521.0,153.0,15580.0
2822,True,40.0,1,1,0,8,False,False,441.0,1150.0,0.0,15.0,1606.0
2823,True,45.0,2,1,1,2,False,True,1300.0,3300.0,167.0,42.0,4809.0
2824,True,22.0,1,1,0,0,False,False,0.0,870.0,0.0,14.0,884.0
2825,True,78.0,3,2,1,2,False,False,951.0,1900.0,205.0,25.0,3081.0
2826,True,280.0,3,4,3,3,True,False,1717.0,5200.0,250.0,66.0,7233.0
2827,True,200.0,4,3,2,0,True,False,0.0,6660.0,575.0,101.0,7336.0
2828,False,65.0,1,1,1,12,True,False,514.0,980.0,86.0,13.0,1593.0
2829,True,330.0,4,3,0,0,True,False,0.0,9800.0,750.0,148.0,10700.0
2830,True,100.0,2,2,0,1,True,False,900.0,2000.0,63.0,26.0,2989.0
2831,True,155.0,3,3,3,3,False,False,2035.0,7500.0,878.0,96.0,10510.0
2832,True,180.0,3,3,1,0,True,True,1400.0,6800.0,0.0,87.0,8287.0
2833,True,46.0,1,1,1,9,True,False,500.0,2200.0,35.0,28.0,2763.0
2834,True,168.0,3,4,3,10,True,True,1900.0,7300.0,1000.0,93.0,10290.0
2835,True,140.0,3,2,1,8,False,False,1500.0,4000.0,217.0,51.0,5768.0
2836,True,120.0,3,2,2,0,True,False,0.0,5000.0,250.0,76.0,5326.0
2837,False,100.0,3,2,0,2,False,False,815.0,808.0,81.0,11.0,1715.0
2838,True,260.0,3,4,3,0,True,False,0.0,5000.0,393.0,47.0,5440.0
2839,True,40.0,1,1,0,0,True,False,0.0,650.0,17.0,10.0,677.0
2840,True,80.0,2,2,1,4,True,False,800.0,3647.0,157.0,47.0,4651.0
2841,True,200.0,3,5,3,0,True,False,0.0,2950.0,250.0,45.0,3245.0
2842,True,75.0,3,1,1,8,False,False,980.0,2350.0,99.0,30.0,3459.0
2843,True,360.0,4,5,4,2,True,True,5420.0,12750.0,2779.0,162.0,21110.0
2844,True,270.0,3,2,2,15,True,False,2168.0,10000.0,407.0,127.0,12700.0
2845,False,45.0,1,1,0,0,False,False,0.0,700.0,25.0,11.0,736.0
2846,True,177.0,3,3,3,4,False,False,4500.0,8500.0,1250.0,108.0,14360.0
2847,False,104.0,2,2,2,8,True,False,1175.0,3805.0,264.0,49.0,5293.0
2848,True,30.0,1,1,0,18,False,False,590.0,980.0,0.0,13.0,1583.0
2849,True,170.0,3,2,1,14,False,False,1050.0,4500.0,263.0,58.0,5871.0
2850,True,58.0,2,2,1,14,True,False,480.0,2300.0,88.0,30.0,2898.0
2851,True,47.0,2,1,1,16,True,False,450.0,1350.0,0.0,18.0,1818.0
2852,False,53.0,1,1,1,8,False,False,550.0,650.0,36.0,9.0,1245.0
2853,True,75.0,2,1,1,0,True,False,0.0,2450.0,0.0,37.0,2487.0
2854,True,22.0,1,1,0,25,True,False,472.0,2200.0,55.0,28.0,2755.0
