,Cidade,Area,Quartos,Banheiros,Vagas Garagem,Andar,Animal,Mobiliado
1519,1,360,3,5,6,17,True,False
1520,1,47,2,1,1,6,True,False
1521,1,56,1,1,1,8,True,False
1522,1,190,3,3,1,3,True,False
1523,1,69,3,1,1,8,True,False
1524,1,235,3,2,2,5,True,True
1525,1,120,3,3,0,8,True,True
1526,1,70,1,1,1,2,True,False
1527,1,196,3,5,3,3,True,True
1528,1,89,3,3,2,8,False,False
1529,1,33,1,1,1,5,True,False
1530,1,68,1,2,1,6,True,True
1531,0,110,3,2,2,7,False,False
1532,1,40,1,1,1,14,False,True
1533,0,999,5,7,8,-,True,False
1534,1,33,1,1,0,1,False,False
1535,1,200,4,3,2,10,True,True
1536,1,82,2,2,2,4,True,False
1537,1,240,4,2,2,6,True,False
1538,0,58,1,1,0,5,True,False
1539,1,80,2,2,1,8,False,True
1540,1,300,4,2,6,-,True,False
1541,1,400,4,5,3,-,True,False
1542,1,161,4,3,2,1,True,False
1543,1,365,4,5,6,4,True,False
1544,1,120,3,3,2,23,False,False
1545,0,104,2,2,2,7,True,True
1546,1,180,3,1,5,-,True,False
1547,1,48,1,1,1,9,False,True
1548,1,138,2,3,2,22,True,False
1549,1,350,4,3,4,-,True,False
1550,1,255,3,3,2,8,True,True
1551,1,98,2,3,3,13,False,False
1552,0,136,4,5,2,10,True,False
1553,1,190,3,3,4,-,True,True
1554,1,60,2,1,1,6,True,False
1555,1,320,4,5,0,11,True,True
1556,1,40,2,1,0,-,True,False
1557,1,100,4,1,0,-,True,False
1558,1,90,2,1,0,-,False,False
1559,1,100,2,2,1,3,True,False
1560,1,135,3,2,1,13,True,False
1561,1,100,3,3,2,-,False,False
1562,1,65,3,1,0,1,True,False
1563,1,387,4,6,4,1,True,False
1564,1,235,3,3,1,3,True,False
1565,0,50,2,1,1,4,False,False
1566,1,77,2,2,2,18,True,False
1567,1,120,3,3,1,14,True,False
1568,0,70,2,3,1,7,True,False
1569,1,40,1,1,0,2,True,False
1570,0,295,7,6,4,-,False,True
1571,1,320,3,3,4,-,True,False
1572,1,100,2,1,1,10,False,True
1573,1,153,4,3,3,3,True,False
1574,1,85,3,3,2,3,True,False
1575,1,450,4,4,3,-,True,False
1576,1,50,1,1,0,1,False,False
1577,1,90,2,2,1,3,True,False
1578,0,32,1,1,0,9,False,False
1579,1,150,2,1,4,-,True,False
1580,1,86,3,2,0,8,True,True
1581,1,230,3,5,3,3,False,False
1582,1,420,4,4,2,4,True,False
1583,1,79,3,2,2,4,True,True
1584,1,400,4,4,4,-,True,True
1585,1,65,2,1,3,9,True,False
1586,0,73,3,2,2,1,True,False
1587,1,45,1,1,1,1,False,True
1588,1,800,5,7,6,-,True,False
1589,1,60,2,1,1,8,True,True
1590,1,137,3,3,3,4,True,True
1591,1,100,3,2,1,4,True,False
1592,1,100,3,3,2,-,True,False
1593,0,90,3,1,1,7,True,False
1594,0,166,4,3,3,6,True,False
1595,1,180,3,2,2,6,True,False
1596,1,300,2,3,2,-,True,True
1597,1,150,3,3,2,-,True,False
1598,1,60,1,1,1,13,True,True
1599,0,42,1,1,1,16,False,True
1600,0,46,1,1,0,7,False,False
1601,1,40,1,1,1,5,False,False
1602,0,55,1,1,1,6,True,False
1603,1,83,2,2,1,21,True,False
1604,1,220,4,3,3,4,True,False
1605,1,190,3,4,3,2,True,False
1606,1,65,2,1,1,1,True,False
1607,1,186,3,3,2,22,False,False
1608,1,80,1,1,0,-,True,False
1609,1,175,3,4,3,7,True,False
1610,1,95,3,2,0,-,True,False
1611,1,86,3,1,1,6,True,False
1612,1,300,4,4,3,-,True,False
1613,1,108,4,3,2,4,True,False
1614,0,45,1,1,1,3,True,False
1615,1,37,1,1,0,16,False,False
1616,1,30,1,1,1,10,False,True
1617,1,246,3,4,4,9,True,True
1618,1,234,3,5,3,17,False,True
1619,1,73,2,2,1,6,True,True
1620,1,113,3,2,2,8,True,False
1621,0,110,3,3,2,-,True,False
1622,1,400,3,2,8,-,True,True
1623,1,29,1,1,0,-,False,False
1624,1,140,2,2,2,-,False,False
1625,1,28,1,1,1,13,False,True
1626,1,200,3,3,3,-,True,False
1627,1,20,1,1,0,11,False,False
1628,1,88,3,2,2,11,True,True
1629,1,40,1,1,1,3,True,False
1630,1,150,3,2,2,16,True,False
1631,1,187,3,2,3,-,True,False
1632,1,51,1,1,1,13,True,False
1633,1,62,2,2,1,1,False,True
1634,1,150,3,2,4,-,True,False
1635,1,48,1,1,1,21,False,True
1636,0,60,2,1,1,-,False,False
1637,1,53,1,1,1,5,False,True
1638,1,74,2,1,2,9,True,True
1639,1,53,1,1,0,2,False,False
1640,0,300,4,5,4,-,True,False
1641,1,180,2,3,2,13,True,False
1642,1,53,2,2,1,4,True,True
1643,0,296,6,4,8,-,True,False
1644,1,145,4,3,2,1,True,False
1645,1,230,3,3,3,11,True,False
1646,1,420,4,4,4,19,True,False
1647,1,34,1,1,0,10,True,False
1648,1,27,1,1,1,6,False,False
1649,1,17,1,1,0,1,False,True
1650,1,64,2,1,2,10,False,True
1651,1,645,5,8,8,-,True,False
1652,1,68,2,2,1,6,True,False
1653,1,68,1,1,1,12,True,True
1654,1,134,3,3,3,8,True,False
1655,1,43,1,1,0,13,True,False
1656,1,48,1,1,2,7,True,True
1657,1,220,5,4,3,-,False,False
1658,1,600,5,5,6,-,True,False
1659,1,260,3,4,3,3,True,False
1660,1,250,3,4,0,6,True,False
1661,1,126,3,2,2,18,False,False
1662,1,62,2,2,0,6,False,False
1663,1,68,2,1,0,2,False,False
1664,1,195,4,3,4,7,True,False
1665,1,57,2,2,1,22,False,True
1666,1,556,4,5,7,-,True,False
1667,1,70,2,1,1,14,True,False
1668,1,105,3,2,3,1,True,False
1669,0,200,4,3,2,1,True,False
1670,1,290,3,5,4,8,True,True
1671,1,90,2,2,1,7,False,True
1672,1,94,1,2,2,2,False,True
1673,1,130,3,4,2,11,False,False
1674,1,40,1,1,0,-,True,False
1675,1,110,4,5,3,-,True,False
1676,1,28,1,1,0,5,True,True
1677,1,240,3,3,3,11,True,True
1678,1,100,3,3,3,1,True,False
1679,1,20,1,1,0,-,True,False
1680,1,300,4,4,4,19,True,True
1681,1,16,1,1,0,1,False,False
1682,1,90,2,1,0,2,False,False
1683,1,90,3,3,2,1,True,False
1684,1,39,2,1,0,3,True,False
1685,0,578,4,5,8,-,True,False
1686,1,180,3,2,1,-,False,False
1687,1,209,3,3,0,4,True,False
1688,1,170,3,3,2,6,True,False
1689,1,250,4,5,4,6,True,False
1690,1,262,4,5,4,17,True,False
1691,1,100,3,3,0,-,True,False
1692,1,200,3,2,2,-,True,False
1693,1,70,2,1,1,6,True,False
1694,1,244,3,3,3,4,True,False
1695,1,270,5,4,4,6,False,False
1696,1,45,1,1,0,-,False,False
1697,1,20,1,1,0,3,False,True
1698,1,70,2,2,0,1,False,False
1699,0,130,2,2,5,-,True,False
1700,0,104,2,2,1,2,True,False
1701,1,65,1,1,1,9,False,False
1702,1,235,3,3,3,11,False,False
1703,1,200,3,4,2,2,True,False
1704,1,150,2,2,1,-,True,True
1705,0,60,2,1,1,2,True,False
1706,1,82,1,1,2,1,True,False
1707,1,380,3,2,3,5,True,False
1708,1,380,4,4,3,1,True,False
1709,1,54,2,2,1,16,True,False
1710,1,67,2,2,1,1,False,True
1711,1,330,2,4,3,-,True,False
1712,1,117,4,5,4,10,False,False
1713,0,200,3,3,5,-,True,False
1714,1,305,2,3,0,10,True,False
1715,1,53,2,2,2,5,True,False
1716,0,170,4,3,2,-,True,False
1717,1,50,1,1,1,13,True,False
1718,1,250,4,2,3,2,False,True
1719,1,164,3,2,1,15,True,True
1720,1,90,2,1,1,-,True,False
1721,0,115,3,3,1,5,True,False
1722,1,206,3,3,1,11,True,True
1723,1,50,2,2,1,10,True,False
1724,0,49,2,1,1,1,True,False
1725,1,30,1,1,0,5,True,False
1726,1,130,3,1,1,-,True,False
1727,1,360,4,9,8,-,True,False
1728,1,54,2,1,1,1,True,False
1729,0,252,3,3,4,-,True,False
1730,0,130,3,2,0,-,True,False
1731,0,400,4,4,3,-,True,False
1732,1,27,1,1,0,2,False,False
1733,1,45,1,1,1,8,False,False
1734,1,260,4,4,2,5,True,True
1735,1,74,2,3,2,24,True,False
1736,1,59,2,2,0,5,False,False
1737,1,51,2,1,1,4,True,False
1738,1,346,4,4,4,6,True,False
1739,1,30,1,1,0,-,False,False
1740,1,58,2,1,1,1,True,False
1741,0,65,2,1,1,1,True,True
1742,1,110,2,3,2,2,True,False
1743,1,600,5,7,8,-,True,True
1744,1,35,1,1,0,1,True,False
1745,1,65,3,1,0,13,False,False
1746,1,83,2,1,1,6,False,False
1747,1,100,3,2,0,3,False,False
1748,1,90,2,2,1,3,True,False
1749,1,65,1,1,1,14,False,True
1750,1,135,3,2,2,3,True,False
1751,1,90,2,2,2,-,True,False
1752,1,58,2,1,1,8,True,False
1753,1,34,2,1,0,10,True,False
1754,1,350,3,5,3,-,True,False
1755,1,45,1,1,1,18,False,True
1756,1,120,3,2,1,1,False,False
1757,0,45,1,1,1,4,False,False
1758,1,26,1,1,0,-,False,False
1759,1,137,4,1,1,4,False,True
1760,1,200,2,2,1,-,True,False
1761,1,20,1,1,0,6,True,True
1762,1,163,3,3,3,8,True,True
1763,1,32,1,1,1,8,False,False
1764,1,45,1,1,1,7,True,False
1765,1,147,3,2,0,9,False,True
1766,1,260,3,2,1,-,False,False
1767,1,36,1,1,1,8,True,True
1768,1,20,1,1,0,3,True,True
1769,1,112,1,2,2,7,True,True
1770,1,35,1,1,0,9,True,True
1771,1,280,3,4,2,-,True,False
1772,1,137,2,2,1,-,False,False
1773,1,120,3,3,1,4,True,False
1774,1,62,3,1,1,7,False,False
1775,1,70,2,2,0,-,True,False
1776,1,78,3,2,2,10,True,False
1777,1,39,1,1,1,24,False,True
1778,0,90,3,3,2,4,True,False
1779,1,121,2,3,1,20,True,False
1780,1,97,3,3,2,7,True,False
1781,1,130,2,2,2,-,True,False
1782,0,46,2,1,1,4,True,False
1783,1,93,2,2,2,2,True,True
1784,1,70,2,2,0,1,True,False
1785,1,100,2,1,1,-,True,False
1786,1,64,1,2,1,3,True,False
1787,1,84,2,2,0,12,True,False
1788,1,146,3,5,3,17,False,True
1789,1,110,3,2,1,1,True,False
1790,1,80,1,2,1,10,True,True
1791,1,280,3,4,4,4,True,False
1792,1,180,4,3,2,5,True,False
1793,1,20,1,1,0,2,False,True
1794,1,70,3,1,1,9,True,False
1795,1,54,1,1,1,13,False,False
1796,1,469,4,5,4,12,True,False
1797,0,240,3,4,4,1,True,False
1798,1,141,3,2,2,11,True,False
1799,1,70,2,1,0,1,True,False
1800,1,58,1,2,1,14,True,True
1801,1,160,3,2,2,2,True,False
1802,0,348,3,3,3,-,True,False
1803,1,68,2,1,1,1,True,False
1804,0,58,2,2,2,8,False,True
1805,1,138,2,3,2,9,True,True
1806,1,55,1,1,1,11,False,False
1807,0,170,3,2,2,-,True,False
1808,1,400,3,7,4,-,True,False
1809,0,188,5,4,0,-,True,False
1810,1,240,3,4,2,-,True,False
1811,1,23,1,1,0,23,True,False
1812,1,48,1,2,1,2,True,True
1813,0,380,3,5,4,-,True,False
1814,1,58,2,2,1,12,False,True
1815,1,200,2,1,1,-,True,False
1816,1,70,2,1,1,7,True,True
1817,1,126,2,2,1,-,True,False
1818,1,218,3,4,2,6,False,False
1819,0,190,4,4,2,14,True,False
1820,0,64,1,2,1,11,False,False
1821,1,420,4,4,4,7,True,False
1822,1,42,1,1,0,6,True,True
1823,0,284,4,3,4,-,True,True
1824,1,108,3,2,2,2,True,False
1825,1,95,2,1,1,-,True,False
1826,1,217,2,3,3,5,True,True
1827,1,190,3,3,2,10,False,False
1828,0,150,2,2,1,-,True,False
1829,1,75,1,2,0,4,True,False
1830,1,40,1,1,0,-,False,False
1831,1,110,2,1,1,2,True,False
1832,1,139,4,5,2,6,False,False
1833,1,30,1,1,0,12,True,True
1834,1,58,2,1,1,9,True,False
1835,1,150,3,4,2,-,True,False
1836,1,131,4,4,3,1,False,True
1837,1,18,1,1,0,-,True,False
1838,1,80,2,1,1,6,True,False
1839,1,144,3,4,3,4,True,True
1840,1,85,2,1,0,4,True,False
1841,1,76,2,2,1,2,True,False
1842,1,370,5,3,4,-,True,False
1843,0,100,2,1,0,16,True,False
1844,1,260,3,5,0,-,True,False
1845,1,220,3,4,2,-,True,False
1846,1,273,3,3,1,5,True,False
1847,1,107,3,2,1,12,False,False
1848,1,34,2,1,0,10,True,False
1849,1,80,2,1,0,-,True,True
1850,1,550,4,5,0,1,True,False
1851,1,60,3,3,2,-,True,False
1852,1,45,2,1,1,24,True,False
1853,1,170,4,2,3,-,True,False
1854,1,200,3,4,3,18,True,True
1855,0,70,2,1,1,15,False,True
1856,1,77,2,2,1,5,True,False
1857,1,270,4,4,4,11,True,True
1858,1,339,4,5,4,13,True,True
1859,1,50,1,1,0,-,True,False
1860,1,104,2,2,0,3,True,True
1861,1,68,2,2,1,19,False,True
1862,1,240,4,4,3,4,True,False
1863,1,45,1,1,1,14,False,True
1864,1,189,4,3,3,3,True,False
1865,1,43,1,1,0,6,True,False
1866,1,35,1,1,1,1,True,False
1867,1,200,3,3,2,-,True,False
1868,1,250,3,5,8,-,True,True
1869,1,400,4,6,3,-,True,False
1870,1,45,1,1,1,1,False,True
1871,1,22,1,1,1,25,True,False
1872,1,180,3,3,2,4,True,False
1873,1,486,4,6,5,8,False,False
1874,1,72,3,2,2,7,True,False
1875,1,830,2,2,2,-,True,False
1876,1,52,1,1,1,1,True,True
1877,1,90,1,1,0,11,False,False
1878,0,165,3,2,1,1,True,False
1879,1,71,2,2,1,4,True,False
1880,1,65,2,2,2,6,True,False
1881,0,260,3,5,5,-,True,False
1882,1,140,2,1,0,8,True,False
1883,1,200,3,2,3,14,True,True
1884,1,204,3,2,2,2,True,False
1885,1,96,3,1,2,1,True,False
1886,1,136,3,4,3,4,False,False
1887,1,156,3,2,1,-,True,False
1888,0,98,1,1,1,5,True,False
1889,1,150,3,3,3,-,True,False
1890,1,200,3,3,5,-,True,False
1891,1,31,2,1,0,2,True,False
1892,1,136,3,2,2,13,True,True
1893,1,440,4,4,4,11,True,True
1894,1,110,3,3,1,9,False,False
1895,1,347,5,5,4,-,True,False
1896,1,98,3,2,1,5,True,True
1897,1,600,3,3,3,9,True,False
1898,1,53,2,2,1,10,False,True
1899,0,58,1,2,2,2,True,False
1900,1,162,2,2,3,6,True,True
1901,1,50,1,1,1,20,False,True
1902,1,230,5,3,2,-,True,True
1903,1,93,3,4,2,6,True,True
1904,1,93,1,3,1,4,False,False
1905,1,20,1,1,0,6,True,True
1906,1,150,3,2,0,-,True,False
1907,1,182,3,5,3,10,True,False
1908,1,48,1,1,1,2,True,False
1909,1,98,3,2,2,10,True,False
1910,1,197,3,4,1,10,True,False
1911,1,114,4,4,2,6,True,False
1912,1,70,2,1,0,1,True,False
1913,1,240,5,2,3,-,False,False
1914,1,55,1,1,0,1,True,False
1915,1,90,3,3,1,-,True,False
1916,1,106,3,2,1,14,True,True
1917,1,250,3,4,2,1,False,False
1918,1,168,3,2,4,-,False,False
1919,1,150,3,2,1,8,True,False
1920,1,350,3,3,3,-,False,False
1921,1,23,1,1,1,12,True,True
1922,1,290,4,4,2,6,True,True
1923,1,160,4,3,0,1,True,True
1924,1,12,1,1,0,-,False,False
1925,1,280,3,4,2,-,True,True
1926,1,107,3,3,2,3,True,False
1927,1,25,1,1,0,-,False,True
1928,1,37,1,1,0,1,True,False
1929,1,157,4,3,2,-,True,False
1930,1,71,2,3,2,13,False,False
1931,1,130,4,3,2,13,True,False
1932,1,300,3,4,7,-,False,False
1933,1,525,5,4,4,-,True,False
1934,1,94,3,3,2,1,True,False
1935,1,240,4,2,6,-,False,True
1936,1,400,3,3,4,-,True,False
1937,1,228,3,4,3,6,True,True
1938,1,395,4,4,3,16,True,True
1939,1,227,4,4,3,6,True,False
1940,1,685,4,3,5,11,True,False
1941,0,297,4,6,2,3,True,False
1942,1,145,3,3,1,1,True,False
1943,0,180,3,4,4,-,True,False
1944,0,269,4,5,0,12,True,False
1945,1,270,3,3,3,16,True,False
1946,1,390,3,4,4,10,False,False
1947,1,200,2,5,2,2,False,True
1948,1,330,5,4,2,-,True,True
1949,1,66,1,1,1,4,False,False
1950,1,290,5,3,3,6,True,False
1951,1,45,1,1,0,-,False,False
1952,1,98,2,2,0,5,False,True
1953,1,160,2,1,0,12,False,False
1954,1,80,2,1,1,13,False,False
1955,1,160,2,3,2,21,False,True
1956,1,118,3,2,2,4,True,False
1957,1,230,4,3,2,1,True,False
1958,0,650,4,6,4,-,True,False
1959,1,147,3,3,3,5,True,True
1960,1,138,3,1,0,-,True,False
1961,1,102,2,2,2,-,True,False
1962,0,57,2,1,1,5,True,True
1963,1,36,1,1,1,15,True,True
1964,1,248,3,4,4,2,True,False
1965,1,190,4,2,3,-,True,False
1966,0,60,2,1,1,3,True,False
1967,1,309,4,7,8,-,True,False
1968,1,884,5,7,6,8,True,False
1969,0,40,1,1,0,4,True,False
1970,1,80,2,2,1,-,True,True
1971,1,200,4,5,4,16,True,False
1972,1,60,1,1,1,-,True,False
1973,1,180,2,3,2,-,True,False
1974,1,213,4,4,3,17,True,False
1975,1,190,3,2,1,6,True,False
1976,0,205,3,2,4,-,True,False
1977,1,126,3,4,1,3,True,False
1978,1,260,4,4,6,22,True,True
1979,0,66,1,1,1,2,True,True
1980,1,900,4,9,8,1,True,False
1981,1,380,4,3,3,11,True,False
1982,1,146,3,3,2,9,True,False
1983,0,53,1,1,1,13,True,False
1984,1,326,3,4,5,12,True,True
1985,1,230,3,2,0,1,True,False
1986,1,123,3,3,2,3,False,True
1987,1,30,1,1,0,7,False,False
1988,1,60,2,1,0,-,False,False
1989,1,200,2,2,1,10,True,True
1990,1,315,3,4,5,14,False,True
1991,1,55,2,1,0,-,True,False
1992,1,70,2,1,0,1,True,False
1993,0,49,2,1,1,5,True,False
1994,1,18,1,1,0,8,True,False
1995,1,100,3,3,4,-,True,False
1996,1,61,2,1,0,5,True,False
1997,1,79,2,3,2,15,True,False
1998,1,73,2,2,1,11,True,False
1999,1,30,1,1,0,1,True,False
2000,1,61,2,1,0,3,True,False
2001,1,34,1,1,1,1,False,True
2002,0,50,2,1,1,3,True,False
2003,1,100,2,2,1,-,False,False
2004,1,55,1,1,1,14,False,True
2005,1,100,2,3,1,2,True,True
2006,1,110,3,2,2,2,True,False
2007,0,40,2,1,1,3,True,False
2008,0,223,3,5,2,2,True,False
2009,1,384,4,6,4,3,False,True
2010,1,418,2,4,3,17,False,False
2011,1,380,4,1,0,-,True,False
2012,1,225,4,3,2,-,True,True
2013,1,40,1,1,0,-,False,False
2014,1,74,2,2,2,7,True,False
2015,1,185,3,3,2,9,True,False
2016,0,70,2,2,0,5,False,False
2017,1,150,3,2,2,2,True,False
2018,1,150,3,3,8,-,True,False
2019,1,25,1,1,0,1,False,False
2020,1,320,5,4,4,-,True,True
2021,1,328,3,4,4,18,True,True
2022,1,179,4,4,3,8,True,True
2023,1,62,2,2,2,4,True,False
2024,1,210,3,4,4,4,True,False
2025,1,75,2,2,0,1,False,False
2026,0,76,2,2,2,9,True,True
2027,1,146,3,3,2,3,True,True
2028,1,55,2,2,1,4,True,False
2029,1,165,4,4,4,1,True,False
2030,0,96,3,2,2,6,True,True
2031,1,300,3,3,8,-,True,True
2032,1,287,3,2,5,-,True,False
2033,1,35,1,1,0,7,False,False
2034,1,23,1,1,0,13,True,False
2035,1,25,1,1,0,4,False,True
2036,1,140,3,2,0,8,True,True
2037,0,147,3,2,3,11,True,False
2038,1,90,2,1,0,1,True,False
2039,1,224,4,5,3,12,True,False
2040,0,170,3,2,2,-,True,False
2041,1,126,3,4,3,99,True,False
2042,1,72,2,2,1,18,False,True
2043,1,45,1,1,1,2,True,True
2044,1,45,1,1,1,8,True,False
2045,1,100,3,2,2,6,False,False
2046,1,152,2,2,1,3,True,True
2047,1,40,1,1,1,12,True,False
2048,1,200,3,2,1,8,True,False
2049,1,310,3,3,2,16,False,False
2050,1,20,1,1,0,5,False,True
2051,1,200,3,2,2,8,True,False
2052,1,76,1,2,1,4,True,True
2053,1,20,1,1,0,3,False,True
2054,1,200,4,3,3,-,True,False
2055,1,54,2,1,0,7,True,False
2056,1,100,1,1,2,8,True,True
2057,1,90,3,2,0,9,False,False
2058,1,300,3,3,4,-,True,False
2059,1,70,2,1,1,7,True,False
2060,1,60,2,1,0,-,True,False
2061,1,100,2,2,2,-,True,True
2062,1,270,3,4,2,11,True,False
2063,1,90,3,1,1,2,False,False
2064,1,220,3,4,4,2,True,False
2065,1,60,1,1,1,7,False,False
2066,1,56,1,1,0,2,True,True
2067,0,430,4,3,4,1,True,False
2068,1,288,3,3,3,-,True,False
2069,1,79,2,2,1,1,True,True
2070,1,341,3,3,2,6,True,False
2071,1,60,2,2,1,10,True,True
2072,1,300,4,4,3,-,True,False
2073,1,123,3,3,0,-,True,False
2074,1,59,2,2,1,12,True,False
2075,1,35,1,1,0,-,True,False
2076,1,42,1,1,0,-,False,False
2077,1,55,1,1,1,11,True,False
2078,1,38,1,1,0,3,False,False
2079,1,318,5,3,2,-,True,True
2080,1,60,1,1,0,-,False,False
2081,1,280,3,4,3,-,True,True
2082,1,195,4,3,3,7,False,False
2083,1,82,2,2,1,2,True,False
2084,0,110,2,1,1,2,True,False
2085,1,376,3,3,7,-,True,False
2086,1,139,3,3,3,3,True,False
2087,1,300,4,3,4,9,True,False
2088,1,289,3,3,2,6,False,False
2089,1,100,2,1,2,-,True,False
2090,1,65,2,2,1,9,False,False
2091,0,55,2,1,1,1,True,False
2092,1,98,1,2,2,9,True,False
2093,1,76,3,2,0,4,True,False
2094,1,89,3,2,2,19,True,False
2095,1,155,4,3,2,16,True,False
2096,1,137,3,4,2,2,True,False
2097,1,88,2,2,2,8,True,True
2098,0,102,3,3,1,9,True,False
2099,1,300,2,4,2,-,True,True
2100,1,115,3,2,1,12,True,False
2101,1,198,3,4,2,12,True,True
2102,1,57,2,2,1,8,True,False
2103,0,185,3,3,2,6,True,False
2104,1,62,2,1,1,1,True,False
2105,1,86,3,3,0,10,True,True
2106,1,35,1,1,1,6,False,True
2107,1,144,3,2,2,8,True,False
2108,1,210,3,3,4,1,True,False
2109,1,294,3,6,3,-,True,False
2110,1,232,4,3,4,-,True,True
2111,1,260,4,2,3,-,True,False
2112,1,100,5,5,2,-,False,False
2113,0,280,4,3,4,-,True,False
2114,1,120,1,2,2,16,True,True
2115,1,90,3,2,1,5,True,False
2116,1,500,3,3,5,-,True,False
2117,1,200,2,2,2,11,True,True
2118,0,290,4,3,1,5,True,False
2119,1,200,5,6,4,6,True,False
2120,1,208,4,2,4,-,True,False
2121,1,220,3,3,2,11,True,False
2122,1,270,3,4,3,10,True,False
2123,1,280,4,4,2,5,True,False
2124,1,200,3,4,3,1,True,False
2125,1,230,4,5,0,-,True,True
2126,0,47,1,1,1,18,True,True
2127,1,250,3,3,2,7,True,True
2128,1,400,4,5,4,8,True,True
2129,1,220,3,4,2,7,True,False
2130,1,249,3,3,3,-,True,False
2131,0,227,3,3,4,-,True,False
2132,1,33,1,1,1,5,False,True
2133,1,22,1,1,0,-,False,False
2134,0,97,1,1,0,12,True,False
2135,1,61,1,1,0,9,False,False
2136,1,400,3,6,6,-,True,True
2137,1,280,4,3,3,-,True,False
2138,0,60,1,1,2,-,True,False
2139,1,55,2,1,1,-,True,False
2140,0,100,3,2,8,-,True,False
2141,1,64,2,2,1,11,True,False
2142,1,70,2,2,0,24,False,True
2143,1,250,2,2,1,-,True,False
2144,1,40,1,1,1,8,False,True
2145,1,73,2,2,1,13,True,False
2146,1,140,3,2,2,23,False,True
2147,1,37,1,1,0,-,False,False
2148,1,26,1,1,0,11,True,True
2149,1,84,2,2,2,20,False,True
2150,1,32,1,1,1,4,True,False
2151,1,200,6,4,2,-,True,False
2152,1,187,3,4,3,14,True,False
2153,1,45,1,1,1,13,True,False
2154,0,100,3,2,3,-,True,False
2155,1,130,3,2,3,-,True,False
2156,0,75,2,1,2,1,True,False
2157,1,123,3,2,2,7,False,False
2158,0,100,3,2,2,1,True,True
2159,1,500,3,4,7,-,False,False
2160,1,118,3,2,1,4,True,True
2161,1,600,4,3,4,2,True,False
2162,1,80,2,1,1,19,False,False
2163,1,167,3,3,2,-,True,False
2164,1,600,4,4,4,-,True,False
2165,1,74,2,1,0,2,False,False
2166,1,380,5,7,4,21,True,False
2167,1,100,2,1,0,-,False,False
2168,1,150,5,5,4,3,False,True
2169,1,65,2,1,1,8,True,True
2170,1,35,1,1,0,1,True,False
2171,1,330,4,6,3,7,True,False
2172,1,100,2,2,1,-,True,False
2173,1,156,3,4,3,8,True,False
2174,1,80,3,2,2,-,True,False
2175,1,50,2,2,1,9,True,False
2176,1,40,1,1,1,8,True,False
2177,1,142,3,4,3,2,True,False
2178,1,110,3,2,3,7,True,False
2179,1,70,2,2,1,1,True,False
2180,1,76,2,2,2,3,True,True
2181,1,59,2,1,1,3,False,False
2182,1,100,3,2,0,7,True,False
2183,0,88,3,2,2,1,True,True
2184,1,37,1,1,1,1,False,True
2185,1,54,2,1,1,1,True,False
2186,1,244,3,3,4,16,True,False
2187,1,158,3,3,2,1,True,True
2188,1,65,2,2,2,18,True,True
2189,1,100,3,2,1,5,False,False
2190,1,42,1,1,1,9,True,True
2191,1,60,2,2,1,21,True,True
2192,1,164,4,4,3,22,True,True
2193,1,220,3,2,2,4,True,False
2194,1,83,1,1,1,15,False,True
2195,1,41,1,1,0,-,True,False
2196,1,213,3,4,0,13,True,True
2197,1,43,1,1,0,7,True,False
2198,1,123,2,1,0,3,True,False
2199,1,750,4,7,7,-,True,True
2200,1,180,2,2,0,2,False,False
2201,1,33,1,1,0,18,True,True
2202,1,75,3,1,1,-,True,False
2203,1,64,1,1,1,10,True,True
2204,1,500,4,6,3,-,True,False
2205,1,440,3,4,2,20,True,False
2206,1,220,2,4,3,26,False,False
2207,1,44,1,1,1,6,False,False
2208,1,530,5,6,4,2,True,True
2209,1,103,2,3,2,17,True,True
2210,1,22,1,1,0,25,True,False
2211,1,400,3,4,4,-,True,False
2212,1,56,1,1,0,9,True,False
2213,1,39,1,1,0,2,False,False
2214,1,220,4,4,0,5,True,True
2215,1,35,1,1,1,-,False,False
2216,1,80,2,2,5,-,True,False
2217,1,192,3,3,3,16,True,True
2218,1,33,1,1,0,2,False,False
2219,1,47,3,1,1,9,True,False
2220,0,83,2,1,8,-,True,False
2221,0,400,4,6,3,-,True,False
2222,1,350,5,6,6,10,True,False
2223,1,40,1,1,0,1,True,False
2224,1,100,2,1,0,7,False,False
2225,1,363,3,5,4,10,False,False
2226,1,235,3,2,1,-,True,False
2227,1,147,4,2,0,8,True,False
2228,1,298,4,5,5,10,True,False
2229,1,145,3,3,2,7,True,False
2230,1,268,4,4,0,9,False,False
2231,0,73,3,2,2,5,True,True
2232,1,49,1,1,0,11,True,False
2233,1,103,3,3,0,6,True,False
2234,1,180,3,3,3,-,True,False
2235,1,120,3,1,1,-,True,False
2236,1,180,2,3,3,7,True,True
2237,1,66,1,1,2,1,True,True
2238,1,45,2,1,1,9,True,False
2239,1,53,2,1,1,8,True,True
2240,1,50,1,1,0,-,True,False
2241,1,67,1,1,1,14,True,True
2242,1,42,1,1,0,1,True,False
2243,1,90,3,2,2,10,True,True
2244,1,174,3,4,3,6,True,False
2245,1,240,4,3,3,10,False,True
2246,1,255,3,4,2,10,True,True
2247,1,82,2,1,1,5,True,False
2248,0,139,3,5,3,3,True,True
2249,1,110,1,3,2,6,True,False
2250,0,75,3,2,1,3,True,False
2251,1,84,3,1,1,17,True,True
2252,1,160,4,3,2,-,True,False
